Source,Target,Weight,Type
E_1,E_355,1,undirected
E_1,E_4,2,undirected
E_1,E_43,3,undirected
E_10,E_269,1,undirected
E_10,E_298,6,undirected
E_10,E_39,3,undirected
E_10,E_43,2,undirected
E_10,E_73,2,undirected
E_10,K_154,2,undirected
E_10,K_70,1,undirected
E_101,E_269,2,undirected
E_101,E_36,1,undirected
E_101,S_419,3,undirected
E_104,E_269,3,undirected
E_104,E_30,1,undirected
E_104,E_97,2,undirected
E_105,E_130,1,undirected
E_105,E_162,2,undirected
E_105,E_171,4,undirected
E_105,E_24,2,undirected
E_105,E_244,3,undirected
E_105,E_322,2,undirected
E_105,E_34,2,undirected
E_105,E_36,3,undirected
E_105,E_47,1,undirected
E_105,E_97,1,undirected
E_107,E_171,2,undirected
E_107,E_36,3,undirected
E_107,E_42,1,undirected
E_107,E_72,1,undirected
E_108,E_171,2,undirected
E_108,E_24,3,undirected
E_108,E_305,1,undirected
E_109,E_125,1,undirected
E_109,E_30,5,undirected
E_109,E_42,2,undirected
E_110,E_30,1,undirected
E_110,E_305,3,undirected
E_110,E_33,2,undirected
E_113,E_269,3,undirected
E_113,E_42,2,undirected
E_113,K_215,1,undirected
E_120,E_177,1,undirected
E_120,E_269,2,undirected
E_120,K_197,3,undirected
E_121,E_207,2,undirected
E_121,E_255,3,undirected
E_121,E_262,1,undirected
E_121,E_269,1,undirected
E_121,E_298,2,undirected
E_122,E_255,2,undirected
E_122,E_305,3,undirected
E_122,E_42,1,undirected
E_123,E_125,1,undirected
E_123,E_24,3,undirected
E_123,E_269,2,undirected
E_125,E_109,1,undirected
E_125,E_123,1,undirected
E_125,E_126,3,undirected
E_125,E_128,3,undirected
E_125,E_142,2,undirected
E_125,E_147,2,undirected
E_125,E_148,3,undirected
E_125,E_166,2,undirected
E_125,E_171,3,undirected
E_125,E_177,3,undirected
E_125,E_179,1,undirected
E_125,E_189,2,undirected
E_125,E_193,1,undirected
E_125,E_202,2,undirected
E_125,E_207,1,undirected
E_125,E_214,2,undirected
E_125,E_216,2,undirected
E_125,E_224,2,undirected
E_125,E_230,3,undirected
E_125,E_231,5,undirected
E_125,E_234,2,undirected
E_125,E_24,1,undirected
E_125,E_254,2,undirected
E_125,E_255,1,undirected
E_125,E_257,1,undirected
E_125,E_269,1,undirected
E_125,E_271,1,undirected
E_125,E_274,3,undirected
E_125,E_275,3,undirected
E_125,E_277,1,undirected
E_125,E_285,1,undirected
E_125,E_304,3,undirected
E_125,E_309,1,undirected
E_125,E_313,3,undirected
E_125,E_321,2,undirected
E_125,E_323,2,undirected
E_125,E_33,1,undirected
E_125,E_339,2,undirected
E_125,E_340,1,undirected
E_125,E_361,2,undirected
